CID,QID,CUserID,CBody,CDate,IsReply,ParentID
237689654,8672355,29eb06d0-064e-4ffc-8498-bf35d7ab1cb8,"آره دیگه دکتر تشخیص داده.منم اول برام آتوموکستین تجویز کرد دو ماه خوردم اصلا اثر نداشت دیگه متیل فنیدیت شروع کرد اون اثر داشت ولی بدنم عادت میکرد بعد یه مدت .مجبور بودم قطعش کنم چند روز بعد دوباره بخورم که اثر بذاره.ولی الان ویاس میخورم.بهتره.","1401/02/28 03:01",1,237662722
237689712,8672355,29eb06d0-064e-4ffc-8498-bf35d7ab1cb8,"نه حتی اگه همه اشو هم داشته باشی فقط روانپزشک میتونه تشخیص بده","1401/02/28 03:02",1,237662665
237689881,8672355,29eb06d0-064e-4ffc-8498-bf35d7ab1cb8,"ببین کلا این اختلال وراثتی هست یا هم مادر بارداری و یا زایمان خوبی نداشته.یعنی از بدو تولد بوده ولی زمان ورود به مدرسه چون نیازه سرکلاس بشینی و به درس توجه کنی .متوجه میشن که این یکی با بقیه دانش آموزا فرق داره .. من که خیلی واسه رانندگی بی دقتم یه بارم جزئی تصادف کردم دیگه از اون به بعد تبدیل شده به فوبیا واسم.","1401/02/28 03:05",1,237662706
237696856,8672355,96e96672-a545-44b9-a03f-aabfc933701e,"من البته تست ندادم","1401/02/28 08:09",1,237689881
163965359,5384373,ba763fbf-a201-4c50-b30e-0c971898b479,"اگه لینک کار نکرد از طریق کانال @ADHD_POWER هم میتونین پیدامون کنین","1399/08/22 22:26",0,
222477954,7955487,1a6b8ff1-4487-4849-a7b7-f4f27f5f221c,"چی هست اصلا","1400/10/23 14:46",0,
222477959,7955487,4b3047d7-cc39-44f9-bad8-03a09d2ae645,"میشه یکم راجبش بگی","1400/10/23 14:46",0,
222478028,7955487,27b36817-3713-4bb1-883f-b0463616d260,"یه خانم هست تو اینستا داره این مشکل رو میخوای پیجش رو بدم؟","1400/10/23 14:47",0,
222478074,7955487,7524a96a-b622-4219-9f76-1fccd9eee289,"بنظرم خودم که هستم بیشتر شبیه افسرده هام ولی","1400/10/23 14:48",0,
222478089,7955487,a474e166-176f-476b-b063-76ff0adf7466,"مرسی اما اینستاندارم فعلا","1400/10/23 14:48",1,222478028
222478146,7955487,a474e166-176f-476b-b063-76ff0adf7466,"علائمت چیه ؟","1400/10/23 14:49",1,222478074
222478415,7955487,7524a96a-b622-4219-9f76-1fccd9eee289,"بی قرارم تمرکز ندارم به هیچی علاقه ندارم همش دلم میخاد گریه کنم احساس ناراحتی میکنم خستم اشتها ندارم سردرد و اینا ام‌دارم خودم میدونم افسردگی دارم","1400/10/23 14:51",1,222478146
173862993,5781745,6dc00e0f-315c-451a-836a-fde1bfe2fc4a,"سلام من دارم ریتالین مصرف میکنم اما وابستش نیستم","1399/11/03 08:53",0,
173863187,5781745,ee4439f7-38b6-42d0-b1a7-c181861390c6,"حالتون بهتر شده؟؟","1399/11/03 08:59",1,173862993
173863477,5781745,6dc00e0f-315c-451a-836a-fde1bfe2fc4a,"ببین فقط چهار ساعت میتونم تمرکز کنم بستگی به خود ادمم داره من هرروز نمی خورم.","1399/11/03 09:05",1,173863187
141334843,2993357,d09002af-a311-4865-9c17-301f122bbc9e,"هنوز فعالین؟","1399/03/26 01:00",0,
179242077,6005221,4222ae9f-dd96-46c2-8483-41f855f0a0b2,"چجوریه پسر منم کمی داره","1399/12/11 14:51",0,
179242113,6005221,f973b370-6929-4a98-854c-be6f1f0c5fb9,"بیش فعالی مگه مال بچه ها نبود؟","1399/12/11 14:51",0,
179242146,6005221,c368ff26-0f24-4770-a52d-dfb56c77fa3f,"مگه بیش فعالی فقط برابچه هانیست؟!!؟؟!","1399/12/11 14:51",0,
179242221,6005221,fcbb9ca9-ccf5-4637-9727-6344b99a00e5,"نه","1399/12/11 14:52",1,179242146
179242275,6005221,ce045857-357a-424a-be1c-d74c60548949,"نه فقط برای بچه ها نیست ولی به راحتی هم نمیشه به کسی برچسبش رو زد چه بچه چه بزرگ","1399/12/11 14:52",0,
168919304,5578876,751c9864-34ce-4b87-a33e-798e09c667b7,"بزن گوگل اسکالر کلی مقاله برات میاره","1399/09/27 14:21",0,
206620229,7202157,8c95493e-61f4-48e2-9b27-1614d77f69fe,"من پسرم کوچیکه ۷سالشع یه مدت دارو دادم","1400/06/15 20:03",0,
206620486,7202157,c4eb42b9-1308-48ea-92cb-8f01ab0ad9e6,"تست داد برا تشخیصش؟","1400/06/15 20:05",1,206620229
206621072,7202157,8c95493e-61f4-48e2-9b27-1614d77f69fe,"نه","1400/06/15 20:10",1,206620486
151333677,4896202,27091a54-4540-4774-a56c-ee902f40ae63,"الانم تو نت خوندم که این مشکل در فرزند دوم شایعتر هم هست","1399/05/28 21:48",0,
237902123,8684524,6d4996c9-42ef-47f1-b22b-4dcc6587b653,"از نزدیک نه","1401/02/29 21:24",0,
237902391,8684524,9e8d5156-a503-4926-93d6-216bc505459e,"بیش فعالی اگه تو کودکی درمان نشه معمولا تو بزرگسالی همرات هست نه به شکلی که در کودکی بوده .مثلا تبدیل به وسواس فکری میشه یا تمرکز پایینی دارن","1401/02/29 21:26",0,
237902692,8684524,b5120181-a365-4e92-a34b-ea26d1a33d9f,"من حس میکنم خودم بیش فعالی دارم البته کودکی بسیار بسیارآرومی داشتم مظلوممممم بودم میشه اینجوری باشی و بیش فعالی داشته باشی","1401/02/29 21:29",0,
237902803,8684524,9c698540-56de-44d6-8180-bce774476a9b,"خوب من الان مشکل تمرکز دارم قراره برم برای تشخیص که ببینن چیه. امروز رفتم برای جلسه اول. بعد وقت دادن که برای تست اصلی برم","1401/02/29 21:30",1,237902391
237902915,8684524,9c698540-56de-44d6-8180-bce774476a9b,"میتونه فقط عدم تمرکز باشه. یعنی لزوما شلوغ و پر جنب و جوش نباشی","1401/02/29 21:31",1,237902692
237902975,8684524,9e8d5156-a503-4926-93d6-216bc505459e,"حواس پرتی داری؟؟","1401/02/29 21:31",1,237902803
237903249,8684524,9c698540-56de-44d6-8180-bce774476a9b,"همه شو دارم","1401/02/29 21:34",1,237902975
237903426,8684524,9c698540-56de-44d6-8180-bce774476a9b,"فکر و خیال هم که دارم. مثلا یه چیزی قرار بوده انجام بشه براش برنامه می ریزم. بعد کنسل میشه یا تغییر میکنه ولی تو ذهنم هنوز هست. هی برنامه می ریزم هی یادم میاد کنسل شده. دوباره یه ساعت بعد می بینم دارم براش برنامه می ریزم","1401/02/29 21:35",0,
237903561,8684524,9e8d5156-a503-4926-93d6-216bc505459e,"تو کودکی چی","1401/02/29 21:36",1,237903249
237903753,8684524,9c698540-56de-44d6-8180-bce774476a9b,"پر جرف و شلخته بودم. خیلی خیلی پر حرف","1401/02/29 21:38",1,237903561
237903982,8684524,9e8d5156-a503-4926-93d6-216bc505459e,"تو املا معمولا بچه های بیش فعال مشکل دارن","1401/02/29 21:41",1,237903753
237904182,8684524,54522759-4558-485e-a359-a8e7e71122e0,"باید بری نقشه مغزی بدی","1401/02/29 21:42",1,237903249
237907450,8684524,9c698540-56de-44d6-8180-bce774476a9b,"اینجا که معرفیم کردن نقشه مغزی نمی گیرن فقط سوال و جوابه","1401/02/29 22:10",1,237904182
237909485,8684524,54522759-4558-485e-a359-a8e7e71122e0,"نقشه مغزی زیاد نیست بعید می‌دونم هر استانیم داشته باشه نقشه مغزی دقیقه به نظرم برو نقشه مغزی بگیری","1401/02/29 22:26",1,237907450
112555055,3505033,4ce98ed3-4624-47eb-9144-aa544a8fe138,"الان کدام گزینه رو بزنیم اینکه کلا‌میشه قرص بده","1398/08/25 02:08",0,
112555064,3505033,18b1eb31-ba87-4681-b0ea-cdf3548a3d5f,"چه قرصی؟","1398/08/25 02:08",0,
112555123,3505033,c89c66f2-2f54-4f4c-af5e-d114567d138f,"عدم تمرکزش در چه حد پایین بود","1398/08/25 02:08",0,
112555147,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"تو رو خدا تجربه ای دارین بگین خیلی ناراحتم از طرفی هم باردارم و پا به ماه از بس غصه خوردم میترسم بلایی سر تو راهی بیاد","1398/08/25 02:09",0,
112555155,3505033,3d98424d-db33-43ed-aab2-e9527234135c,"دکترسرورآرمان مگه یکی نیست رئیس انجمن روانشناسی بیمارستان نوروترنسشکوال هم هستش درسته؟","1398/08/25 02:09",0,
112555159,3505033,9da369c0-3433-42fb-bd92-c9c1b76413a1,"باهمون جلسه اول مشخص میشه نوه خاله منم قرص میخوره خیلی خوب شدع","1398/08/25 02:09",0,
112555169,3505033,06dbd290-d0ab-4363-a6f9-8cabd4658a85,"چرا ندي خب منم پسرم سه سال ونيمشه ميخوره","1398/08/25 02:09",0,
112555257,3505033,3d98424d-db33-43ed-aab2-e9527234135c,"ببردکترقربانعلی اسداللهی یادکترروانشناس ببین اوناچی میگن","1398/08/25 02:10",1,112555147
112555339,3505033,c89c66f2-2f54-4f4c-af5e-d114567d138f,"پسر منم بیش فعالی خفیف داره","1398/08/25 02:11",1,112555169
112555367,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"نگفت فقط یه نقاشی کشید و به پسرم گفت بکش اونم کشید گفت دودکش نذاشته در و پنجره رو درست نکشیده و از این حرفها","1398/08/25 02:11",1,112555123
112555468,3505033,06dbd290-d0ab-4363-a6f9-8cabd4658a85,"قرص بخوره خوب ميشه","1398/08/25 02:12",1,112555339
112555496,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"ریتالین و آریپیپرازول","1398/08/25 02:12",1,112555064
112555503,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"دکتر برا پسر من ریسپریدون نوشت توجهش خیلی بهتر شد اما کاردرمانگرش گفت بیشتر اثر تخریبی داره باید با کاردرمانی درست بشه","1398/08/25 02:12",0,
112555592,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"نمیدونم من تو همین نی نی سایت پیدا کردم","1398/08/25 02:13",1,112555155
112555689,3505033,f5f7edf1-bfb8-4737-a9ba-e4e485faacc7,"عزیزم اصلا نگران نباش، پیش یه دکتر دیگه ببر بعد بهش قرص بده بخوره ، پیش فعالی باید چند دکتر تایید کنن ،بیماری خطرناکی نیست اینقدر استرس داری","1398/08/25 02:14",1,112555367
112555691,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"یعنی اعتماد کنم؟میترسم خیلی میترسم برای اینده اش مشکلی پیش بیاد","1398/08/25 02:14",1,112555159
112555812,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"چند وقته؟ راضی بودین شما؟","1398/08/25 02:15",1,112555169
112555887,3505033,c89c66f2-2f54-4f4c-af5e-d114567d138f,"راستی خانما اینده بچ های بیش فعال چی میشه من میترسم😣 اسی جان علائم پسرت چیه؟","1398/08/25 02:16",0,
112555903,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"ممنونم عزیزم","1398/08/25 02:16",1,112555257
112555983,3505033,06dbd290-d0ab-4363-a6f9-8cabd4658a85,"نزديك يكسال","1398/08/25 02:17",1,112555812
112555990,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"دکتر هم به من همینو گفت ک عدم تمرکز داره","1398/08/25 02:17",1,112555339
112556014,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"عزیزم دکتر آرمان بردین چه طور بود؟ وقت میزاره ؟","1398/08/25 02:17",0,
112556135,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"خدا رو شکر انشالله آیندههمه بچه ها عالی و بدون مشکل باشه","1398/08/25 02:19",1,112555983
112556286,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"شوهرم قبول نمیکنه جای دیگه ببرم میگه دکترا عادت دارن همدیگرو زیر سوال ببرن","1398/08/25 02:20",1,112555689
112556434,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"یک هفته است دارم دق میکنم 😢😢😢","1398/08/25 02:22",1,112555689
112556465,3505033,c89c66f2-2f54-4f4c-af5e-d114567d138f,"درمانشون فقط دارو ؟؟؟؟","1398/08/25 02:22",1,112555992
112556530,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"منم هر چی سرچ کردم دیدم همه مشاوره ها نوشتن زیر هفت سال قرص ممنوعه","1398/08/25 02:23",1,112555783
112556665,3505033,1390a445-b391-4971-8319-fa00fdad1f09,"بیست دقیقه وقت میزاره با بچه صحبت کرد بعد بیرونش کرد با من و پدرش صحبت کرد یه نامه هم داد برای پیش دبستانی ک چطور باهاش برخورد کنن","1398/08/25 02:25",1,112556014
112556858,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"کاردرمانگر پسرم خیلی قبولش داره میخوام یه بار ببرمش ، شما راحت تونستین نوبت بگیرید؟","1398/08/25 02:28",1,112556665
199978844,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"سلام نگفتن چرا اثر تخریبی داره؟شما قرص و ادامه دادین؟","1400/04/31 14:34",1,112555503
200042843,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"سلام میگفت به سلولای مغز اجازه رشد طبیعی رو نمیده البته برای زیر دو سال میگفت انگار دقیق یادم نیست از یه روانپزشک هم که پرسیدم میگفت زیر سه سال نباید مصرف کنن منم ادامه ندادم","1400/05/01 00:08",1,199978844
200043453,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"منونم مشکل پسر شما چی بود؟با کاردرمانی درست شد؟","1400/05/01 00:12",1,200042843
200044044,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"یکی میگه اختلال یکپارچگی حسی یکی دیگه میگه اتیسم خیلی خفیف هنوز مشکلاتش کامل رفع نشده خیلی کار داره","1400/05/01 00:16",1,200043453
200044583,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"دختر منم اختلال یکپارچگی حسی داره؛دخترم در برابر تمرین های کاردرمانی خیلی مقاومت می‌کنه و با مکافات انجام میدم اما خیلی تاثیر نداشته روش؛بچه تون به موقع حرف افتاد؟","1400/05/01 00:20",1,200044044
200046838,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"الان دو هفته دیگه چهار سالش میشه حرف میزنه منتها نه روان و درست حسابی ضمیرا رو اشتباه میگه جمله های خبری رو سوالی میگه مشکل کاربرد زبان داره","1400/05/01 00:34",1,200044583
200047124,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"پس تقریبا یکسال و دوماه از دخترم بزرگتره ؛تمرینای کاردرمانی برای یکپارچگی حسی بیشتر تمرینایی حرکتیه؟","1400/05/01 00:36",1,200046838
200047472,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"آره تمرینای حرکتی که هستش به اضافه ماساژای حسی","1400/05/01 00:39",1,200047124
200047775,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"عزیز نوشته داری تمرین هارو؟اگه مایل بودین شخصی برام تمرین هاشو اگه تونستین میفرستین ؟،منم تمرینایی دخترم و اگه خواستین می‌فرستم","1400/05/01 00:41",1,200047472
200049074,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"عزیزم نوشته که چیزی ندارم اما چیزایی که خوبن رو هر چی یادم اومد میفرستم","1400/05/01 00:49",1,200047775
200049539,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"ممنون میشم هر وقت فرصت شو داشتین برام بفرستین لطف میکنین","1400/05/01 00:52",1,200049074
200049919,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"باشه حتما","1400/05/01 00:54",1,200049539
200111027,3505033,3cdb4d60-392e-469a-961d-6810ff55bdf1,"سلام عزیزم","1400/05/01 15:17",1,200049539
200112296,3505033,463b0456-c4dd-4047-b8c9-d82665cb4b74,"ممنون عزیزم خیلی لطف کردی؛خدا به بچه تون سلامتی بده؛بچه شما همکاری می‌کنه با شما برای انجام تمرینا؟دختر من خیلی مقاومت میکنه","1400/05/01 15:27",1,200111027
