QID,QUserID,QTitle,QBody,QDate,QVisit
2937959,ac576d62-0833-4519-9177-b0d0c371117d,"بیش فعالی","وای سلام میگن بچت بیش فعاله . شبا بد میخابه . بد شیر میخوره و فقط میخاد شیطونی کنه . یه سالشه. . کسی تجربه داره","1398/04/10 23:03",128
2865405,9859e2d5-755a-4f8e-9d70-07c2562e4fd0,"بیش فعالی","خانما ببخشید بنظرتون این میزان که روانشناس ها میگن بچه ها بیش فعالن واقعا باید به بچه ها قرص داد ؟ عوارض نداره؟","1398/03/22 15:56",289
1823516,6808b7c4-57c7-4ec7-867d-01085a9a7424,"بیش فعالی","پسرم مشکوک به بیش فعالی است . پنجشنبه وقت روانپزشک گرفتم . مسائلی هست که دلم نمی خواد جلوی خودش مطرح کنم . میشه کمکم کنید روانپزشک کودک در مطبش چه می کنه .... آیا حتما باید با پسرم برم ؟","1397/03/12 20:05",178
2076276,96a9f9d5-f38e-442b-aa9e-75f37fba3e83,"بیش فعالی","من از شهرستان که یکی از اقوام دچار بیش فعالی بود خدمت # دکتر اکرمی نژاد در مشهد بردم ایشان بدون دارو و با بازی درمانی و مشاوره و نوروفیدبک دخترم را درمان نمودند واز انزمان توی تحصیل خیلی موفقترند تمرکزشون بهتر شده","1397/06/22 07:14",172
1663571,64a3b99b-fa8f-4083-956a-fc5ac020993c,"بیش فعالی","بچه ها کسی هست بچه شو برده باشه دکتر گفتن بیش فعاله قرص ریسپریدون بهش بدن الان هم که ما میدیم بچه بی اختیاری ادرار گرفته الان چهار سالشه گفتن باید طول در مان رو تا 12 سالگی ادامه بدیم همیشه شلوارش خیسه","1396/12/15 23:12",474
1427997,4c0783b9-16fd-4107-a74b-63debac55c61,"بیش فعالی!!!!","خانما من توسایت زیاد از بیخوابی بچم نالیدم😊","1396/07/05 00:36",753
1753706,4ea1e42c-acd6-4916-8af6-9e38df725eca,"بیش فعالی","کسی هست بچه بیش فعال داشته باشه","1397/02/12 02:43",868
6242788,ee6c146d-15b3-44e8-a8c2-e18ecb8ed7ef,"بیش فعالی","سلام خانمایی که بچه بیش فعال دارن بیان...","1400/01/21 18:03",94
6392417,d8a4d50e-4848-48ae-b8f9-d97376dace47,"بیش فعالی","خانوما پسرمو بردم دکتر براش ریتالین نوشتن.نگرانم اخه این قرص خیلی عوارض داره.کسی تجربه داره بچه بیش فعال داشته باشه.خوب شده باشه.چه طوری","1400/02/11 23:02",54
8342570,67f44121-66ff-4568-9648-57b4402e97ea,"بیش فعالی","از چه سنی قابل تشخیصه؟","1400/12/28 20:02",66
8973707,c6e542e1-cd61-4ac8-9c4f-7f51064e3b7e,"بیش فعالی","سلام‌خانما کسی برا بیش فعالی بچش قرص ریتالین استفاده کرده؟ من میترسم به بچم بدم. از اون طرفم خیلی اذیت میکنه. تو رو خدا اگه کسی استفاده کرده بگه که چه جوره","1401/04/16 15:17",58
1828551,6808b7c4-57c7-4ec7-867d-01085a9a7424,"بیش فعالی","کسایی که بچه شون بیش فعالی داشته ... میشه علایمشو بهم بگن . پسرم چهار سالشه .....","1397/03/14 22:48",292
1551467,932bda43-4b2d-4346-a1b0-dd3b6f9673d7,"بیش فعالی","سلام","1396/10/11 23:53",306
1674187,008c500f-a1da-4de8-ba45-822a93c0681d,"بیش فعالی","یک متخصص طب سنتی باتوجه به زبان، صورت، پا و دست پسرم گفته که بیش فعاله .پسرم بسیار پرتحرک و هیجانیه در ضمن۴ ماهشه.من میترسم کمممممک","1396/12/22 12:04",92
7485135,7acdb8ea-898c-4e6a-9d41-395b31d99630,"بیش فعالی","دوستان من ۱۶ سالمه و نمیدونم چرا اصلا یه جا نمیتونم بشینم همش یا باید راه برم یا تکون بخورم یا یه کاری کنم اصلا استراحت و یکجا نشستن ندارم انگار آروم و قرار ندارم بخوام زیاد بنیشنم علتش چی میتونه باشه؟","1400/07/30 09:23",87
6776226,1011c211-f000-4fa8-96e7-acadfa944da9,"بیش فعالی","سلام . کسی هست که بچه ش بیش فعالی داشته باشه؟ من پسرم ۴ سالشه واقعا از رفتار هاش خسته م . علائم بیش فعالی رو خیلی داره . بس میگم نکن ، بشین خسته شدم . اصلا هم حرف گوش نمیده . خیلی لجبازی میکنه .","1400/04/11 00:13",65
8391029,53fb2463-c027-4314-86ba-9a6109f480cb,"بیش فعالی","سلام کسی یک دکتر خوب برای بیش فعالی کودک در مشهد سراغ داره؟؟","1401/01/09 20:12",25
8640968,fc1b1af5-8cbe-49d6-b9f9-622751506d0d,"بیش فعالی","سلام من پسرم ۳سال و۷ماهشه دکترگفت بیش فعال وبروروانپزشک رفتم قرص آریپیپرازول داد۱چهارمش دادم خورد بدنش میلرزه بچم وخیلی آروم وبیحال شده چکارکنم دلم میگ داروندمش وبزارم خودش بزرگ بشه وانرژیشاخالی کنم با ورزش وپارک بزارم بچگیشوکنه","1401/02/22 11:00",66
3031272,7e352a77-2392-4894-8fb0-c1774a588676,"بیش فعالی","سلام خانما من یه پسر ۱۲ ساله بیش فعال دارم خیلی اذیت می کنه خستم کرده تا حدی که بعضی وقتا آرزوی مرگ میکنم کسی اگه تجربه داره در اختیارم بذاره","1398/05/03 07:59",130
4813977,fa991546-1477-4b8a-a141-5e2445df7920,"بیش فعالی","خانم های کسی بچه بیش فعال داشته با دارو خوبه شده یا بازی درمانی","1399/05/14 10:15",99
2656436,eb4685ff-0dd3-40ef-9459-b918ed248d60,"بیش فعالی","سلام .خانومایی ک پسر بچه بیش فعال دارین .ب من راهنمایی میدین چکار کنم","1398/01/23 22:50",308
2730802,117ba8ce-606e-47fd-af7c-df5c456f6010,"بیش فعالی","سلام به همه مامان های گل","1398/02/16 10:05",375
1957561,ba3b9fef-c747-43a1-bf25-a66640702fed,"بیش فعالی","کسی بچه بیش فعال داره؟ علایمش چی هست و تو زن دو سالگی چجوری بوده","1397/05/06 18:24",495
2110970,a973d3ea-eb85-4bac-90ff-512818ebf0cf,"بیش فعالی","از کی وچه طوری میشه فهمید بچه بیش فعالی داره؟؟","1397/07/04 17:26",307
2205605,200da863-3124-4a14-b7be-442443680d82,"بیش فعالی","سلام دوستان من یه پسر چهار ساله دارم شیطون نیست ولی اصلا تمرکز نداره مثلا بیست بار دورنگ زرد و قرمز بهش یاد دادم ولی دوباره اشتباه میگه به نظرتوت بیش فعاله خیلی نگرانم تو روخدا جوابم بدید .","1397/08/08 00:49",188
1678268,ba3b9fef-c747-43a1-bf25-a66640702fed,"بیش فعالی","مامانا کسی بوده بچش دو سالگی یا کمتر بیش فعالی واسش تشخیص داده باشن.. چه علائمی داره","1396/12/24 22:51",754
1455976,7c60307c-68f6-46b7-9070-6b0f6b3e080b,"بیش فعالی","خانوما لطفا کمک!!!!دخترم تعدادی از علائم بیش فعالی رو داره،مهد کودک هم بهم گفته پیش روانپزشک ببرم،منم نمی دونم کجا ببرم چون از دارودرمانی خیلی می ترسم","1396/07/30 15:25",368
6372188,d8a4d50e-4848-48ae-b8f9-d97376dace47,"بیش فعالی","سلام خانوما.کسی هست بچه بیش فعال داشته باشه.چه کار کردین چه طور تحمل میکنید","1400/02/08 23:17",92
6547313,a1ba9578-a0f0-46a6-a30b-ba918151ff4c,"بیش فعالی","ممنون میشم پیجمو دنبال کنین همه سوالاتتون درباره بیش فعالی رو میگیرین","1400/03/04 16:49",69
6699680,6aa803d2-bc53-4a6f-b04b-08b7a9e2b788,"بیش فعالی","سلام پدرماکان4/5هستم که بسیار بیش فعاله ماکانم و اینکه متأسفانه ماکان من مادرشودرسن ۳سالگی بخاطر مشکلات قلبی از دست داده و این چالش خیلی بزرگی برای من وماکان بوده و اینکه این شرایط بیش فعال بودن ماکان هم دلیل بر مزیت شده و عاجز موندم از رفتار ماکان حتی در کارهای روزمره ام دچارمشکل شدم از کسانی که تجربه ایی دراین زمینه دارند عاجزانه خواهشمندم کمک وراهنماییم کنند ممنونم","1400/03/29 09:01",73
8044622,38de6b08-22dd-40df-b7ab-362f76e18913,"بیش فعالی","سلام مامانا.من پسرمو پیش دوتا متخصص بردم هردو تشخیص بیش فعالی دادن و دارو تجویز کردن میخواستم ببینم کی مثل پسر من بوده و اینکه چندوقت دارو دادین نتیجه چی بود","1400/11/08 19:56",65
8851451,85dbf30e-66a2-4018-bffc-535676fbff52,"بیش فعالی","امشب داشتم یه سرچی تو اینترنت میزدم که یهو خوردم به تاپیکای بیش فعالی در نی نی سایت و واقعا ناامید شدم از اینکه مردم ما هنوز در کمال جهالت، نسبت به موضوعی که تخصص ندارن نظر میدن","1401/03/27 04:45",77
2639354,36f8b5c6-6127-4426-bab6-26f578d9c972,"بیش فعالی","کیابچه بیش فعال دارن؟علائمش چیه؟","1398/01/18 12:27",57
2639368,36f8b5c6-6127-4426-bab6-26f578d9c972,"بیش فعالی","بیش فعالی فقط بادارو درمان میشه؟","1398/01/18 12:31",68
2656455,eb4685ff-0dd3-40ef-9459-b918ed248d60,"بیش فعالی","با سلام.ما قصد سرپرستی گرفتن ی پسر بچه ۶ ساله داریم ک بهمون گفتن بیش فعاله .اما از نظر تمرکز و یادگیری مشکل خاصی نداره .من خودم نصف روز باهاش بودم همه چی خوب بود تا زمانی ک مو قع رفتنم شد ک اون کامل بیقرار ،شیطون وحرف گوش نکن شد .در ضمن تحت درمان با داروی ریتالین و رسپریدون هست .","1398/01/23 22:58",128
1783659,f7b60057-a387-4e30-a2f3-b427f1200352,"بیش فعالی","سلام","1397/02/26 23:48",217
1767774,f7f0bde9-bc03-4879-b574-9dbfcf5ddc8c,"بیش فعالی","کیا بچه بیش فعال دارن لطفا بیایید راهنماییم کنید😯😯😯","1397/02/19 15:38",995
1063803,41c2c307-0035-472d-beb8-528581a4b801,"بیش فعالی","واسه بیش فعالی کدوم دکتر بهتره تو تهران؟","1394/03/09 15:46",255
1032163,9ddbe4d9-c46d-4727-acf2-d9d31878b5db,"بیش فعالی","کسانی که بچشون بیش فعالی داره میشه بیاین","1395/08/21 22:57",36
7268257,1011c211-f000-4fa8-96e7-acadfa944da9,"بیش فعالی","دوستان کسی هست که بچه ش یا نزدیکانش بیش فعالی داشتن ولی الان بزرگ شده باشن و خوب شده باشن؟ میخوام بدونم آینده بچه های بیش فعال چی میشه😭","1400/06/26 01:27",191
5874178,18ea9129-2fc2-4003-bdc7-1d32b21845a3,"بیش فعالی","سلام خانمها پسرم 5 سالشه خیلی شیطون و عصبیه اصلا حرف گوش نمیده. هر روزمون شده دعوا و گریه. یه متخصص خوب در تهران معرفی میکنید؟ البته زیاد دوست ندارم دارو بخوره 😭اگه کسی بچشو برده و نتیجه گرفته لطفا اسم دکتر و آدرسش رو بزاره. ممنون","1399/11/18 22:18",46
7405929,ad9900a9-766e-42e9-aa0f-d636e8cbb20b,"بیش فعالی","سلام خانوما میگم علائم بیش فعالی از چند سالگی معلوم میشه؟ پسرم 22 ماهشه خیلیییی بیقراره. خیلییی همش نق. میزنه. همش میگه بغلم کن. باهاش بازی میکنم در حین بازی و خنده ی دفه چنگ میندازه. دندوناشو رو هم فشار میده. هیجانش خیلی زیاده. اصلا هم بچه خوش خوابی نیست. ی خواب مزخرف سبک داره","1400/07/17 00:19",25
8087655,0f36a776-3684-4973-9760-1ce23cf0e852,"بیش فعالی","دختر همسایمون ۶ سالشه","1400/11/15 21:24",42
8272761,f181e74d-0973-4331-aa83-1b978cbf24be,"بیش فعالی","آیادرمان داره؟تواطرافیان داشتین چندسالشونه؟","1400/12/16 22:28",88
8973397,3fc2cda3-f1b9-49e6-ac84-ea71936e4d4a,"بیش فعالی","منشاش از کودکی هست یعنی نمیشه یه نفر که کودکیش بیش فعال نبوده یهو بزرگسالی بیش فعال بشه.. بیش فعالی هم صرفا شیطون بودن و از در و دیوار بالا رفتن نیست، یه بچه میتونه آروم باشه اما نقص تمرکز داشته باشه یعنی ADD(یکی از انواع بیش فعالی) ، یا هم ممکنه یه بچه صرفا خیلی شیطون باشه اما بیش فعال یا ADHD نباشه.","1401/04/16 14:23",70
9039442,5bb8cbbe-e2d0-4019-a210-15ce6d38c979,"بیش فعالی","سلام مامانا خوبین","1401/04/27 17:53",23
3481107,fb7c26d7-3773-41dd-af72-078515c7d1f7,"بیش فعالی","بچه ها کسی هست که متوجه شده باشه بیش فعالی بزرگسالی داره؟؟","1398/08/19 17:40",85
2516057,205efd99-ace8-4da6-93ab-aa8ec586c45a,"بیش فعالی","از کجا باید بفهمیم بچه بیش فعاله پسر من یک دقیقه ساکت نمیشینه ب ندرت پیش میاد آروم بشینه مدام در حال ورجه وورجس و نق زدن با اسباب بازی هم اصلا بازی نمیکنه فقط وسایل آشپزخونه و وسایل برقی","1397/11/30 16:13",72
2470905,f435c779-47bc-4520-ac98-c61a1fb7fa0b,"بیش فعالی","سلام دوستان یه مرکز خوب برای تشخیص بیش فعالی در شیراز بهم معرفی میکنید","1397/11/14 18:52",219
2739544,acdc4aaf-7057-43ab-aa85-9ec1326dd251,"بیش فعالی","سلام مامانا","1398/02/18 17:24",154
2113506,4768dedb-c0a0-4a67-8d10-3f25d965f93e,"بیش فعالی","سلام دوستان عزیز اگر کسی اطلاعاتی راجب به درمان بیش فعالی در بزرگسالان داره و پزشکی رو در اصفهان میشناسه که بتونه خدماتی در این مورد ارائه بده ممنون میشم که همینجا بگه","1397/07/05 15:57",2148
2241082,ffe90ae2-3428-4ded-a783-79f7a1440a1d,"بیش فعالی","الان یه برنامه دیدم تو تلویزیون خیلی ترسیدم .. خانومه میگفت پسرم قبل از مدرسه خیلی باهوش بود ‌ و شیطون . لجبازی میکرد و همش در حال فعالیت . منم فک میکردم نرماله تا تو مدرسه که معلمشون گفت سر کلاس آرامش نداره و بردم دکتر فهمیدیم بیش فعالی داشته.. پسرم منم سه سالشه . همین علائمو داره خیلی شیطونه و یه لحظه آروم و قرار نداره .همش در حال کنجکاوی و شیطنت و سوال کردنه.. کسی بچش بیش فعالی داره اینجا ؟ 😞😞 علائمش چیا بودن تو ۳-۴ سالگی؟","1397/08/21 13:44",372
1431665,92cdf1d6-1132-4f5f-ae6e-8ce104fd297c,"بیش فعالی","سلام مامانای مهربون","1396/07/09 11:52",452
1434318,af341a42-338d-4859-b17a-bdea82b1fccf,"بیش فعالی","سلام بچه ها یه سوال . بچه ای که بیش فعاله از اول شیطونه مثلا تو سن یکسالگی یا دوسالگی یا یهو تو سه چهار سالگی شیطون میشن که میفهمیم بیش فعالن ؟","1396/07/11 20:36",234
1454722,7c60307c-68f6-46b7-9070-6b0f6b3e080b,"بیش فعالی","خانوما کسی می دونه از دکتر بهروز جلیلی روانپزشک چه جوری میشه وقت گرفت؟","1396/07/29 14:42",86
1362219,ffa73637-7deb-4a27-b26a-d1beca511eb4,"بیش فعالی کودک","به نظرتون واسه بیش فعالی کودک","1396/04/13 13:39",870
5595168,71cd2b28-54ba-4c29-94c3-c383eabb17f1,"تشخیص بیش فعالی!!!","میگم کسی میدونه ک روانشناسا ک برا تشخیص بیش فعالی کودک تست میگیرن یا نوار مغزی ؟؟؟","1399/09/30 13:57",50
6271794,aaab958e-a2a0-4936-a763-9bf6ad955809,"بیش فعالی ذهنی","کسی داره؟ علائمش چیه ؟فک میکنم دارم مثل نابینا ها میمونم خیلی بی دقتم","1400/01/25 18:43",46
6169697,d6e71b18-35a2-44de-ac4a-de3db02a04bd,"بیش فعالی کودک","سلام به خاتم های گل عیدتون مبارک من بچم خیلی جیغ میزنه برای بدست اوردن هر چیزی داد میزنه ودکتر قرص ریتالین بهش داده وایمی پرامین. من هم بهش میدم گاهی یادم میره غذا هم به زور در حد دو تا لقمه میخوره صبحانه هم نمیخوره چکار کنم","1400/01/10 00:34",169
7526654,4ac7b507-9dfb-4ce1-a709-b3c3b68c7f52,"درمان بیش فعالی","کسی برای بیش فعالی فرزندش به دکتر تهرانی دوست مراجعه کرده؟","1400/08/07 14:07",104
2814151,fddfa3fa-4720-4985-a577-066f9e01c0c4,"علایم بیش فعالی","سلامم","1398/03/08 10:42",111
1873358,f9ef37c9-191e-460b-9aa8-2eaf9a098b26,"تشخیص بیش فعالی","سلام بچه ها کسی بوده بچش بیش فعال باشه؟پیش چه دکتری باید ببرمش؟چجوری تشخیص میدن ک بیش فعاله یا نه؟","1397/04/02 09:20",118
2129411,53b44b66-79c7-43c9-ae7f-c074fdeda25e,"بیش فعالی کودک","مامان های عزیز تلویزیون برنامه ای داشت که دکتر در اون می گفت تا دیدید بچه ها زیاد شیطنت می کنند اونها رو زود پیش روانشناس نبرید که برچسب بیش فعالی به بچه بزند. داروهای بیش فعالی روی مغز بچه اثر می گذارد و قدرت حافظه بچه ضعیف می شود و در آینده در مدرسه درس ها رو یاد نمی گیرد .","1397/07/11 01:59",137
1660689,ba3b9fef-c747-43a1-bf25-a66640702fed,"بیش فعالی کودک","مامان یه عزیز کسی هست واسه بچش بیش فعالی تشخیص داده باشن. میخام بدونم تو چه سنی؟ و اینکه بچتون چه خصووصیت اخلاقی و رفتاری داره. لطفا راهنماییم کنید","1396/12/14 12:49",162
8951058,e8aeac68-63dd-4df6-b9b6-5c70462f2a2a,"بیش فعالی کوچولوها.","سلام دوستان.شبتون بخیر","1401/04/12 21:55",42
3392543,78fe3ec4-83f2-4642-86ff-066165c42b8a,"بیش فعالی پسرم","سلام دوستای گلم خوبین؟ بعد کلی کشمکش و این دکتر اون دکتر کردن امروز فوق تخصص مغز و اعصاب کودکان واسه پسرم که پنج سالشه تشخیص بیش فعالی داد تمرکز نداره زیاد فقط تو کاری که دوست داشته باشه پیش دبستانی میره تو کلاس اصلا گوش نمیده ولی شعر و اینا رو حفظ میکنه چون خیلی به شعر علاقه داره فهمیده بودم که با بقیه بچه ها فرق داره نگرانم نمیدونم خوب میشه یا نه؟ سال دیگه مدرسه میره نمیتونم میتونه از پس درساش بر بیاد تو رو خدا اگه تجربه ای دارین بگین دارو هم رسپریدون شبی یک دوم و یه شربت ویتامین داد گفتم اقای دکتر درمان میشه؟ گفت هر قدمی دلیل بر پیشرفت نیست ولی نمیشه قدمی بر نداشت ببینم یک ماه دیگه چی میشه خیلی دلم واسش میسوزه خودمو سرزنش میکنم واسه استرسای بیخود دوران بارداری","1398/07/28 23:25",145
258660,23e44ff7-681b-4b36-b88c-6a3da122a69c,"بیش فعالی کودک","بچه ها کسی هست که نی نی بیش فعال داشته باشه دکترخوب میخوام برا درمان","1393/01/30 10:53",223
2617060,9dbde3d4-eb13-466a-91fc-32c1a831e38a,"بیش فعالی کودک😖","چه نشانه هایی داره توروخدا بگین پسرم ۹ماهشه علاقه به بازی با خودش نداره همش جیغ ونق میزنه گریه میکنه نمیخاد تنها باشه موهاشو میکشه کلا کلافس فک میکنین بیش فعاله","1398/01/09 23:06",198
2062435,32e41533-93c6-4307-ba6b-7dcac3d056f5,"بیش فعالی کودک","سلام میشه بپرسم ب چ بچه ای میگن بیش فعال؟؟؟لطفا بامهربونیهای خاصتون منو راهنمایی کنین عشق جونیا..😍😍😘😘😗","1397/06/17 10:52",255
1420558,d2af611c-4863-4846-80f9-19a1d501d1e3,"بیش فعالی پسرم","سلام دوستان کسی هست بچش بیش فعال باشه...پسرم10سالشه...یه دکتر خوب میخوام بهم معرفی زود ببرمش تا مدرسه شروع نشده درضمن ویزیتش خیلی نباشه...ممنون","1396/06/28 22:08",6252
6395045,4c55f4d0-5aa0-46d5-98fc-85347f7ce534,"علایم بیش فعالی","علایمش توی نوزادان چیه؟من خودم فكر كنم دارم. نوزادم يكم بي قراره. ميخواستم علايمشو بدونم","1400/02/12 10:09",59
6697175,a0291ff4-ca6f-4f41-abf4-43c87719183c,"بیش فعالی کودک","بچم ۴ سالشه راهنمایی میخام لطفا","1400/03/28 20:04",45
554022,b9d43bb0-ad6f-4d69-8e35-711e1b12f19e,"تشخیص بیش فعالی","با روانپزشکه یا با روانشناس","1394/07/14 14:59",39
5787687,c9a918e9-7899-45ae-a234-695c2e1af965,"بیش فعالی کودکان","دوستان پسر۷ سالم رو بردم روانشناس گفته ببر روانپزشک باید دارو مصرف کنه 😭😭😭کسی بوده که بچه اش بدون دارو درمان شده باشه .خواهش میکنم بیاین از تجربه هاتون بگین 😭😭","1399/11/04 10:38",50
6450337,4c55f4d0-5aa0-46d5-98fc-85347f7ce534,"بیش فعالی نوزاد","علائمش چیه؟ توی سه یا چهار ماهگی معلوم میشه؟","1400/02/20 18:32",110
6046947,e9571f02-c173-4fba-a241-e6d7dfd2f35d,"بیش فعالی پسرم","مامانایی که کودک بیش فعال داشتن یا دارن کمکم کنین","1399/12/18 13:37",100
8479326,404bcf2f-e8f7-442c-89d5-f0cb306aca3a,"بیش فعالی کودک","کسی بوده داروی بیش فعالی به بچش داده باشه چه فایده ای داشته براش","1401/01/25 12:34",37
4795935,1a2d2c61-77aa-4fb5-9d41-861e5e1bc6e3,"داروی بیش فعالی 😭","دارو یا آمپولی برای درمان بچه های بیش فعال وجود داره؟؟؟ اونایی که بیش فعال بوده بچه هاشون چیکار کردن؟ درساشون خوب بود یا تمرکز نداشتن؟","1399/05/11 02:48",7789
4866217,68d01161-d4ab-4c73-a23c-409fe1f0ad43,"علائم بیش فعالی","به سوالات زیر دقت کنید و اگر فرزند شما هر کدام از این نشانه‌ها را داشت، علامت بزنید.","1399/05/23 17:02",3786
2557227,8311cbd9-56ec-4073-af54-8d6f84aa9063,"تشخیص بیش فعالی","عزیزان کسی دکتر مشاوره قابل اعتماد در این زمینه سراغ داره من اصفهانم","1397/12/15 10:56",47
