QID,QUserID,QTitle,QBody,QDate,QVisit
6279795,2f941f33-71a5-43a3-a00b-d668a288e6c8,"اختلال اتیسم","خواهر سارا مامان پرهامو اگ میشناسین پسرش دچار اختلال اتیسمی هست لطفا تگش کنین شبکه سلامت روببینه","1400/01/26 21:56",111
7312293,5710d35a-0c6d-4c72-b844-4903af82913b,"کودکان اتیسم","سلام بچه ها پسزم 3 سال و 3 ماهشه مشکوک شدم ب اتییسم با روانشناس انلاین صخبت کردم گفت شبیه وقت گرفتم برا این هفته که ببرمش تست دارم دیوونه میشم کسی هست کمکم کنه و من علائم رو بگم","1400/07/02 00:16",29
6450719,6c0416eb-cee4-40c1-ba92-0094e545c7ec,"اتیسم خفیف","آیندش چی میشه","1400/02/20 19:47",114
6724513,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"اختلال اتیسم","سلام عزیزانم این تاپیک میزنم هر سوالی در مورد اختلال اتیسم دارید بپرسید من پاسخ میدهم منتها من الان باید پسرم را ببرم کلاس ولی شما عزیزان هر سوالی دارید بپرسید بدونید که بدون جواب نمیزارم و سر فرصت میام و پاسخ میدهم تا جایی که بدونم پس فعلا سوالات خودتون را بپرسید و نگران نباشید من حتما جوابگو خواهم بود❤","1400/04/02 12:00",1992
8437163,1c5e16bf-0256-4b33-b5bc-195d74664665,"درمان اتیسم","این پیج رو دنبال کنید","1401/01/18 05:16",130
2701144,3f6b4daf-8433-4869-98ff-2b3db37e825a,"درمان اتیسم","کسی آتیسم بچش رو با طب اسلامی درمان کرده ،،اگه درمان شده ما رو هم راهنمایی کنید","1398/02/07 10:27",148
6079376,466369fd-a08b-46c6-96cf-17ae074d3a79,"بچه اتیسم","اینجا کسی هست که بچه اتیسم داشته باشه ؟","1399/12/23 20:50",114
1621292,021e50b5-95e1-45e6-8296-f3546c853bb6,"اتیسم خفیف","اگه کسی اسپرگر داره یا فردی رو با این اختلال میشناسه تجربیاتش رو بگه مثلا برای رفع حرکات تکراری باید چکار کرد اگر پیش روانپزشک رفتید چی بهتون گفت","1396/11/21 21:06",416
6084697,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"علائم اتیسم",https://uupload.ir/files/au95_screenshot_20210310-095400_instagram.jpg,"1399/12/24 18:12",163
7478369,0876fef7-10ed-4b77-b288-f294d5285739,"تشخیص اتیسم","سلام خانم دارم میمیرم از استرس","1400/07/29 00:22",55
6428081,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"در مورد اتیسم","عزیزان اتیسم بیماری نیست که درمان داشته باشه یک اختلال رشد هست که همیشه با فرد باقی می مونه ، اگر اختلال همراهی وجود نداشته باشه پیشرفت مسلما خیلی سریعتر هست اختلال همراه مثل بیش فعالی ، تشنج و...برخی از افراد اتیستیک ترخیص میشن اما خب باز ی سری تفاوتا تا آخر عمر هست بنظرم همه آدما ی جورایی ی سری علامتارو دارن که منحصر به فرده و مخصوص خودشونه انگار مثلا یکی ب شدت ب صدا حساسه یا یکی ب شدت گوشه گیر منزویه یکی ب شدت بدغداست در هر صورت اگر کودک در هر مرحله رشد و تکامل تفاوتی داشت و تشخیص قطعی هم نگرفت بدون توجه به اسم مشکل و اختلال و بیماری با او کار کنید عزیزان و هیچ وقت ناامید نشید برای کلام و ارتباط کلی راه جدید امده مسئله مهم درک کودک است به هر حال در مورد اتیسم این را هم بدانید اتیسم یک طیف است که از خفیف داره تا شدید حتی برخی از افراد شدید هم پیشرفت میکنن برخی نه خب تا اخر احتیاج به همراهی و کمک دارن مسئله مهم اگاهی جامعه و افراد ان است و پذیرش خانواده این دو بسیار کمک کننده هست 🌹","1400/02/17 11:38",206
6480470,63ba074d-f25a-419c-8fa3-1e32c0e8ff5d,"اتیسم یاتاخیر گفتار","چه علائمی دارند کودکان زیر سه سال که اتیسم هستن میشه بهم بگین؟","1400/02/25 11:22",189
8353676,2d59248a-0ace-4222-b9c8-6be4874e5ee9,"کلینیک اتیسم مشهد","دوستان کسی کلینیک تخصصی برای بچهای اتیسم میشناسه تو مشهد؟؟؟؟","1401/01/02 03:45",27
3413707,40e91ea6-1ce0-4075-b47a-45c1051cffd2,"اتیسم پسر من","دلم خیلی گرفته. پسرم ۳ ساله شد و هنوزم حرف نمیزنه. از بچه های همسن و سالش عقبه. بخاطر اتیسم تنهاس و بلد نیست ارتباط برقرار کنه هیچ دوستی نداره. هر سال که میگذره و بزرگتر میشه بیشتر دارم میسوزم . این غم تو من داره بزرگتر و بزرگتر میشه . نصف شبا از خواب میپرم گریه میکنم و دیگه خوابم نمیبره. به معنای واقعی تو عذابم. کاش خدا معجزه میکرد . ای کاش ای کاش","1398/08/04 06:56",406
8222194,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"تجربه مادری با دو فرزند یکی اتیسم دیگری غیر اتیسم","لطفا به مادرانی که کودکان متفاوت دارند اصرار به آوردن فرزند دیگر نکنید عزیزانم....","1400/12/08 12:08",233
6291963,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"سرای مهر اتیسم","بچه ها مربی امیرپرهام بهم گفت اگه کسی از لحاظ مالی وضعیت جالبی نداره و کودکش نیاز به مشاور یا خدمات توانبخشی داره و به شهر ری نزدیکه میتونه از خدمات سرای مهر اتیسم بهره بگیره","1400/01/28 17:23",68
5174248,4bcaa905-70e7-4e13-84fc-b47ef4314fd0,"اتیسم در کودک","دختر من هفت ماهشه با چرخ اردک موزیکال که راه میره بازی میکنه نه با خود. اسباب بازی این میتونه نشونه اتیسم باشه","1399/07/15 14:13",158
4661506,68b162bc-3326-47f5-a985-cdc72abea0a1,"هزینه ABa اتیسم","سلام دوستان میشه ازهزینه های درمان و کلینیک هایی که میرید و میزان رضایتتون بگید","1399/04/18 00:14",193
2113539,ffbefdc4-e33f-4351-9e2f-78abb3ee4c8d,"دخترمن اتیسم داره؟","شش ماهشه نت سرچم کردم یکی ازعلاعماش اینه که بچه خیره به پنکه میشه دخترمنم اینطوره.بچهای شماهم همینطوربودن؟","1397/07/05 16:11",560
6462221,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"درسته پسر من توی طیفه اتیسم هست ایکاش جامعه ما درک درستی از اتیسم داشت","درسته اتیسم واقعا سخته حتی طیف های به ظاهر خفیفش ولی چیزی که سخت تره عدک اگاهی جامعه است اگر یک جامعه تفاوت ها را درک کنه از هر نوعی نه صرفا اتیسم خانواده ای که کمی کودکش متفاوته یا شخصی که کمی مثل بقیه نیست حس بدی پیدا نمیکنه ولی امان از نااگاهی تقصیره جامعه هم نیست ها چون توی رسانه هم یا از این ور بوم میفتن یا از اون ور بوم یا اتیسم خیلی خوب نشون میدن و نابغه یا درمونده و ناتوان و این تو باور مردم جامعه تاثیر میذاره تاثیر کاذب یا فکر میکنن اتیسم اخر نبوغه یا فکر میکنن اتیسم یعنی ناتوانی مطلق از زمان تشخیص پسرم کلی تاپیک در این مورد زدم تا جایی که بتونم و عمرم کفاف بده هم میزنم ولی ایکاش تو این اثر تکنولوژی که نت در دسترس هست نسبت به قبل و همه اکثرا با زبان انگلیسی اشنایی دارن همه ما کمی در مورد این اختلال جستجو میکردیم من میگم اتیسم چون بیشتر درگیر این مسئله هستم ولی این مورد میتونه در مورد هر تفاوتی باشه به امید اینکه روزی برسه که همه ما یک سفیر اتیسم باشیم موفق باشید بدورد","1400/02/22 13:16",1241
5292803,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"چقدر با اختلال اتیسم آشنا هستید ؟ انواع آن را میشناسید ...علائم اتیسم را میدانید....","برای یافتن جواب به این سه تاپیک که لینک شون میگذارم مراجعه کنید آمار اختلال اتیسم رو به افزایش هست علت نامشخص است در هیچ آزمایش و غربالگری دوران بارداری نشان داده نمیشود هر مادر باید نسبت به مراحل رشد و تکامل کودکش اگاه باشد و اگر تفاوتی دید پیگیری کند مسلما یک جامعه اگاه کمک بزرگ به این افراد و خانواده های آنها خواهد کرد","1399/08/06 18:51",143
6494422,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"اختلال اتیسم و زندگی با کودک یا نوجوان یا جوان اتیسم سخته و پرچالش اما","اما اتیسم اخر خط نیست حتی برخی از اتیسم های طیف شدید اسکیت و ورزش و موسیقی و آشپزی و کارهای فنی را بهتر از بقیه یاد میگیرن در صورتی که ممکنه تو یادگرفتن فارسی و ریاضی کند باشن اتیسم یک توانایی متفاوته درسته برخی هاشون ممکنه تا اخر احتیاج به همراه و کمک داشته باشن اما میشه بهشون مهارت های زندگی را تا حدی یاد داد برخی هاشون هم از شدت باهوشی متاسفانه تو مدارس عادی پذیرفته نمیشن که اون ایراد از سیستم آموزشی و عدم درک اطرافیان و جامعه هست نه کودک اتیسم دنیا را متفاوت میبینه شاید از نظر ما عجیب باشه ولی شاید از نظر آن ها ماها عجیب باشیم آمار ناخواسته رو به افزایشه در پسران بیشتره دلیل و علت نامشخصه تنها چیزی که کمک کننده است آگاهی و مطالعه و کسب اطلاعات درسته همین 😊🌹به امید روزی که افراد متفاوت از هر نوع در جامعه پذیرفته بشن بدون ترس و خانواده ان ها را پنهان نکنه به خاطر قضاوت های نادرست مردم و زخم زبان ها ❤","1400/02/27 12:25",279
6298633,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"در مورد اختلال اتیسم","سلام عزیزانم درسته زندگی با کسی که اتیسم داره آسون نیست ولی اگه جامعه ما نسبت به این اختلال آگاه باشه البته آگاهی درست هم زندگی برای افراد اتیسم و خانواده هاشون راحت تر میشه و هم برای خود جامعه","1400/01/29 15:25",194
5232910,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"اتیسم بیماری نیست عزیزانم ❤😊","عزیزان لازم دیدم تکرار کنم اتیسم عملکرد متفاوت مغزه یک اختلال هست جامعه ما نسبت به این اختلال هنوز نا آشنا هست چون آمار اتیسم رو به افزایشه باید همه نسبت به اختلال اتیسم آگاه باشن حتی اگر برای خود ما رخ نده برای آسایش خانواده که فرد دارای اختلال اتیسم دارن لازمه آگاه بشیم تا زندگی را کمی برای خانواده های اتیسم راحت تر کنیم به امید جامعه ای آگاه تر نسبت به هر تفاوتی شب تان خوش","1399/07/26 00:59",420
1030797,bc11809f-2f98-45ab-bff6-b5585a874e91,"احتمال اتیسم یا PDD","کسی بوده بچش احتمای pddداده باشن پسزم یک سال و نیم دکتر روانپزشک بردم احتمال این بیماری داده بچم به شدت غریبی میکنه یا بچه ها بازی نمی کنه حرف در حد اب بابا خیلی کم خواهشن کمکم کنید","1394/03/05 15:50",383
5583977,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"اتیسم سطح بندی دارد","اتیسم سطح بندی داره از خفیف تا شدید و یک نوع هم هست آسپرگر سندرم ساوانت هم هست که شبیه آسپرگره اتیسم ها برخی هاشون بستگی به طیف اموزش پذیرن برخی هاشون متاسفانه نه تا اخر عمر احتیاج به کمک دارند برای کارهاشون اتیسم ها گاهی در هنر و ورزش میدرخشند ولی خب همه اینها بستگی به این داره کجا طیف باشن و چقدر آموزش پذیر باشن حتی گاهی ممکنه اتیسم بی کلام باشه یا کلام محدود داشته باشه ولی با کمک کارت های جدید به نام پکس بتونه ارتباط بگیره و....","1399/09/28 13:57",72
8457997,93678035-0f7e-41e7-b01f-5f092af19eac,"اتیسم خفیف درمان داره ؟","پسرم دیروز 4 سالش شده ، اتیسم خفیف هست ، درمان میشه ، دلم چرا انقدر آشوبه؟","1401/01/21 18:14",1259
7723513,b5a48eae-3929-466a-acd6-4cc8ab836a42,"حس میکنم اتیسم دارم","ولی دکتر خوب نمیشناسم","Mon Jan 12 01:12:00 IRST 1400",381
5490714,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"یک سری سوالاتی که والدین اتیسم آزار میده سعی کنیم نپرسیم بلکه اطلاعات مون در مورد اتیسم بالا ببریم","اینکه چیزیش نیست (چون فکر میکنیم همه مشکلات حتما تو ظاهرم نمایان میشن(🤔","1399/09/11 20:15",131
5583935,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"اتیسم این شکلی است...",https://uupload.ir/files/bhh7_20201218_133945.jpg,"1399/09/28 13:45",484
5913189,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"پوستر در مورد اتیسم",https://uupload.ir/files/jd4w_20210213_102525.jpg,"1399/11/25 18:03",228
8430037,c26e6623-c225-4854-b12d-b4e8e0547205,"اینا نشانه اتیسم هست؟","هر دفعه به یک غذا گیر بده و چیز دیگه جز اون نخوره.تک کلمه ای صحبت کنه یا صحبت نامفهوم.خیره بشه به یک نقطه.دسشوییش رو یاد نگیره.سال دیگه میخواد بره کلاس اول.","1401/01/17 00:18",213
8246491,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"میدانی ممکنه یک فرد اتیسم نزدیکت زندگی کنه پس یک کم در مورد اختلال اتیسم آگاهی ات ببر بالا🥰","سلام حتی اگر در خانواده ات هم فردی با اختلال اتیسم نیست ممکنه در مطب دکتر صف نونوایی فروشگاه یا سوپرمارکت و شاید در همسایگی ات یا در اتوبوس و تاکسی و یا یک جمع دورهمی فردی با اختلال اتیسم ببینی با اگاهی در موردش کمی زندگی را برای خود فرد و خانواده اش راحتتر کنیم","1400/12/12 13:05",218
6188122,6ee35625-642d-4455-b855-bcb5f8d53cbd,"کی بچه اش اتیسم هست","داروی سدیم والپرات خوبه؟عوارض داره؟","1400/01/13 02:21",149
5829523,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"چند مطلب در مورد اتیسم",https://uupload.ir/files/2jg1_screenshot_20210130-103344_instagram.jpg,"1399/11/11 12:25",108
5808228,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"4 عکس در مورد اتیسم",https://uupload.ir/files/4r33_screenshot_20210126-124345_instagram.jpg,"1399/11/07 18:11",169
7658527,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"چند مطلب در مورد اتیسم","اتیسم یک اختلال عصبی رشدی است.بخش های مختلف مغز در افراد دارای اتیسم در همکاری با یک دیگر دچار مشکل میشوند.اتیسم اختلالی عصبی رشدی است که در سه سال اول زندگی بروز میکندو مادام العمر است.شاخصه ی اصلی آن نقص در ارتباط و تعاملات اجتماعی و بروز رفتارهای کلیشه ای و خزانه ی گفتاری و رفتاری و حرکتی محدود میباشد.اتیسم بر روی درک افراد از دنیا و تعاملاتشان با افراداثر میگذارد‌.افراد دارای اتیسم دنیا را متفاوت تر از بقیه میبینند میشنوند و حس میکنند.اتیسم بیماری نیست و درمان دارویی قطعی نیز ندارد اما با توانبخشی فرد دارای اتیسم میتواند مهارت کسب کرده و زندگی مستقلی داشته باشند و همچنین برخی از آن ها ممکن است نبوغ خاصی را از خودشان نشان دهند.اتیسم شرایطی به صورت طیف بوده که از شدید تا خفیف متغییر است اینکه چقدر آموزش پذیر باشه و در کجای طیف روی روند بهتر شدنش تاثیر دارد","1400/08/30 20:06",142
5865287,634a9bd6-70b0-41a3-959f-ac0f097f5d46,"کار پیش بچه های اتیسم؟؟؟؟؟؟؟","سلام","1399/11/17 13:23",159
5490580,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"مادرانی که فرزند اتیسم دارید","گفتار و کاردرمانی تا جایی میتونید مداوم برای بالا بردن سطح درک کودک انجام بدید عدم مقایسه بچه با بچه های دیگر و برای مدرسه عجله نداشته باشید برای از پوشک گرفتن به کودک و خودتون زمان بدید تو هیچ اموزشی بیش از حد فشار نیارید عجله موقوف اگه یک سال دیرتر شد هم شد اتفاقی نمیفته مگه مسابقه است بچه متفاوت نیاز به ارامش داره حتی کودک عادی هم همینطور اشکال ما اینه که میخواهیم دامنه تاخیر کودکمون کوتاه کنیم و تو فشار و استرس قرار میگیریم برای دلسوزی دیگران هم به فامیل درجه یک یک بار قاطع توضیح دهید نیازی به دلسوزی نیست برای غریبه ها اگه دلسوزی کردن فقط نشنیده بگیرید اگر شما قوی باشید کسی به خودش حق نمیده دلسوزی کنه براتون تا وقتی ما خودمون بچه را از جامعه پنهان کنیم نمیتونیم انتظار رفتار درست داشته باشیم اگر کمک دارید گاهی کمک بگیرید اگر نه وقتی فرزندتون در حال استراحته یا در تایم کلاسش برای خودتون سرگرمی ایجاد کنید شده یک کتاب خلاصه سخته ولی قطعا اگه شما حالتون خوب نگه دارید به بچه خیلی کمکه","1399/09/11 19:49",475
1119834,18d72ba1-ca70-4e10-bc87-56c3dbc52c0b,"مربی کودک اتیسم در منزل","عرض ادب و احترام اینجانب سمیه اسماعیلی کارشناس روانشنلسی و دارای 5 سال سابقه کاری در زمینه کودکان اتیسم در کلینیک دکتر پوراعتماد می باشم و در حال حاضر به صورت خصوصی و در منزل فعالیت میکنم. شماره تماس 09382340155","1395/06/21 14:13",785
8457966,45eb99c4-e710-4d72-b989-483aa8cc20e6,"نشانهای اتیسم خفیف در کودک","خواهش میکنم اگر کسی میدونه اتیسم خفیف چیه و چه علاعمی داره بگه","1401/01/21 18:06",127
5440177,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"علائم اتیسم را جدی بگیرید","سلام دوازده علامت مهم که باید به والدین هشدار بده در مورد اتیسم توجه کنید داشتن یک یا دو علامت به تنهایی نمیتونه نگران کننده باشه مثلا ممکنه یک کودک به خاطر ارث خانوادگی کمی دیر راه بره یا به حرف بیاد ولی قطعا اگر یکی از مراحل رشد و تکامل خیلی دیر بشه یا پسرفتی رخ بده باید پیگیری کرد و مشکل را فهمید و حل کرد","1399/09/02 23:51",1097
2358833,d0fc412b-a7fe-425a-accd-194e4c76739f,"مامانایی که بچه اتیسم دارن","علائمش تو نوزادی مثلا ۸یا۹ ماهگی چی بود؟","1397/10/04 23:51",537
5764956,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"چهار عکس در مورد اختلال اتیسم",https://uupload.ir/files/rkhi_screenshot_20210119-121948_instagram.jpg,"1399/10/30 12:22",448
5584033,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"سوالات خود در مورد اتیسم بپرسید","امروز در مورد اتیسم تاپیک زیاد زدم همه تاپیک هام ببینید متوجه میشوید باز اگر سوالی هست در خدمتم اگر بتوانم جواب میدهم","1399/09/28 14:10",333
8409852,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"روز اگاهی از اختلال اتیسم","💕💕 امروز دوم آوریل برابر با سیزدهم فروردین روز جهانی اُتیسم... افراد اُتیسم را بهتر بشناسیم.... 💝","1401/01/13 14:22",195
1012902,a1043fc4-3b13-4b3e-ac44-3a302510e860,"ایا پسر من مبتلا به اتیسم هست؟","پسر 29ماهه ای دارم که حرف زدنش درحد کلمه است یا مثلا میگه مامان آب دده یا مامان چیه این یا بابا رفت دد جملاتش در این حده در 15ماهگی راه افتاد اوایل در محیط های سربسته بیقراری میکرد الان بهتر شده چرخیدن دور میز رو دوست داره اگر جایی پله ببینه دوست داره مرتب ازش بره بالا و پایین اگر از یه موزیک خوشش بیاد دوست داره چندبار پشت سر هم گوش بده همینطور در مورد انیمیشن کوتاه اگر خوشش بیاد دوست داره چندین بار نگاه کنه به بچه ها علاقه داره ولی توی پارک ترجیح میده به تنهایی بازی کنه به تشویق من با پسر خاله اش قائم موشک یا شمشیر بازی میکنه تمام رنگ هارو بلده تمام حیوانات رو با صداهاشون میشناسه تا ده بلده بشماره حلقه های هوش رو به درستی وبا کلنجار رفتن باهاش انجام میده اشکال هندسی رو میشناسه و مثلا توی کره ی هوش میگم الان دایره رو بذار سر جاش انجام میده با اطرافیان رابطه ی خوبی داره و اگر با خمیر بازی چیزی درست کنه باذوق میاد و به همه نشون میده ارتباط چشمی داره تقلید داره اشاره داره درکش خوبه سوالاتم رو جواب میده البته با کلمه زیاد به غریبه هانمیخنده مثلا اگر کسی بهش لبخند بزنه متقابلا بهش لبخند نمی زنه از دوش حمام بدش میاد و زیرش گریه میکنه از پتو بدش میاد هنوز از ضمایر استفاده نمی کنه و من نمیگه بلکه اسمش رو میگه عاشق خواندن هست که جایی خوندم از نشانه های کودک اتیسم هست یعنی توی خیابان یا روی لباس و هرجا نوشته ای ببینه شروع میکنه به گفتن ای بی سی یعنی دارم میخونم برچسب روی اسباب بازی هاش رو میکنه دوست داره کلید برق رو خاموش و روشن کنه اینا از موارد مشکوکش هست خواهش میکنم اگر کسی تجربه ای داره کمکم کنه","1394/05/08 13:39",179
1541952,9e6495da-58b1-49e8-a865-29583c6b4cdf,"کسی هست که با اتیسم آشنا باشه","پسر من ارتباطش با کسایی که نمیشناسه پایینه","1396/10/05 21:54",325
3025863,a683d4e6-c73f-48a8-89f8-6eb2f79356df,"رابطه واکسیناسیون با اتیسم و سرطان","مامانا نوبت واکسن شش ماهگیه بچمه. اما راستش اخیرا مطلبی در مورد رابطه واکسن با اتیسمو سرطان خوندم و اینکه این واکسنا از هند وارد میشه و....اینکه بعضی خانواده ها به بچه واکسن نمیزنن. واقعا دودل و سردرگم شدم","1398/05/01 22:48",397
356400,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"...من یک فرد دارای اتیسم هستم ...","سلام عزیزان لطفا این پوستر را بزرگ کنید و بخوانید تا اگر در اطراف خود در خیابان در اتوبوس در مطب دکتر در رستوران در مسافرت و....... بچه ای یا فردی با این مشخصات را دیدید دیگر تعجب نکنید عزیزان ما مادران این فرشته ها فقط همین را از شما میخواهیم متشکریم .......","1394/11/08 14:51",14523
2269464,bf9a099f-92e7-46f5-9114-b4515f618d46,"خانوما کیا با اتیسم اشنایت دارند","سوال دارم","1397/09/01 18:12",219
2191283,184b7258-b17a-4627-8230-09842bc61bb8,"تاخیر رشد یا اتیسم؟چکار کنم؟","پسرم و به خاطر اختلال تکلم بردم دکتر تشخیص تاخیر رشد دادن اما من هنوز شک دارم به نظرتون جای دیگه ببرم؟کسی تجربه داره؟میتریم اتیسم خفیف باشه خیلی اعصابم داغونه","1397/08/02 22:55",2944
6012709,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"علائم اتیسم در کودک دو ساله",https://uupload.ir/files/un7a_screenshot_20210302-103951_instagram.jpg,"1399/12/12 19:06",243
6589536,90da3d55-7eff-4207-8f3d-c8c5f524eaf8,"مامانا کسی بچه اتیسم دیده ازنزدیک؟؟","سلام مامان ها","1400/03/11 02:56",310
6579390,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"سوال در مورد اتیسم دارید بپرسید","سلام بفرمایید","1400/03/09 17:35",1415
2803269,2bdf11f8-5992-470f-bd8f-2428048cb2bd,"یکی علت های داشتن بچه اتیسم کشف شد","بچه ها اینو یه دکتر خیلی معروف که توی امریکا هم عضو انجمن پزشک زنان و زایمان هست گذاشته","1398/03/05 13:22",615
1246498,f6e2b800-aa85-45a8-a55c-52948dd46454,"دکتر مشکوک به اتیسم در مورد پسرم","من باید چیکار کنم حالت خیلی نگران پسرم","1395/03/09 23:44",1806
6084584,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"نکاتی برای والدینی که فرزند اتیسم دارند",https://uupload.ir/files/j3_20210308_232115.jpg,"1399/12/24 17:49",339
7118397,148f5ff0-ae6d-4dcc-a3f9-21c00fddacd2,"علائم اتیسم تو کودک ۲ ساله","پسر خواهر شوهرم ۲ سالشه، ولی بیشتر از ۳ تا کلمه نمیگه اونم فقط میگه بابا، در در،اینارو میگ","1400/06/03 00:30",67
8200131,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"عزیزانم اتیسم کامل درمان نمیشه ولی...","عزیزانم اختلال اتیسم درسته کامل درمان نمیشه ولی عملکرد یک فرد اتیستیک با اموزش و ورزش و هنر بهتر میشه پس هیچ وقت ناامید نشید حتی یک فرد اتیسم شدید ممکنه یک سری نقاط خوب داشته باشد من خودم افراد اتیسم شدید زیادی دیدم کلام محدود یا بی کلام هستند ولی در ورزش و هنر بسیار با استعداد هستند ....","1400/12/04 17:45",223
2668294,a4b97b3b-49ac-47f8-bf9e-bc66c10ccf93,"نشانه های اتیسم در نوزادان زیر یکسال","سلا خانوما الان یه تایپکی دیدم در خصوص اتیسم در کودکان ..یه نت گردی کردم ببینم تو نوزادان میشه فهمید اتیسم داره یا نه...نوشته بود نوزاد زیر یسال نسبت به صدای جارو برقی تلویزیون یا هرچی حساسه و سریع میترسه گریه میکنه..یا هرکی بخاد لمسش کنه خیلی گریه میکنه..نوزاد هشت ماهه من این دوتا نشونه را داره..توراخدا بگید چکار کنم.این علائم طبیعیه یا نه؟","1398/01/27 16:17",2601
5583925,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"اتیسم در بارداری مشخص نمیشود عزیزان","سلام","1399/09/28 13:43",87
1865663,919ec6a2-0eff-4eb1-8973-34271063091e,"کسایی که اتیسم دارن خوب میشن","؟!","1397/03/30 00:13",228
5694486,40e91ea6-1ce0-4075-b47a-45c1051cffd2,"تا دیروز فکر میکردیم پسرم اتیسم داره...","پسرم ۴ سالشه، ما ایران نیستیم، یکسال و نیم پیش پسرم تشخیص اتیسم گرفت البته بعد از چندماه سنجش ! و ما هم اینجا رفتیم و توی انجمن اتیسم ثبت نامش کردیم که آموزششو شروع کنه.... سرتونو درد نیارم، حدود یه ماه پیش تشنج های شبانه پسرم شروع شد مثلا هر چند شب یه بار توی خواب لرزش شدید و تشنج میکرد تا اینکه دکترا فرستادن برای نوار مغز و بعد از یه هفته دیروز به ما زنگ زدن گفتن پسر شما یه بیماری نادر داره به اسم “سندرم لاندا کلفنر”! گفت این بیماری نادر و عجیبه که کودک علائمش با اتیسم اشتباه گرفته میشه. راجع به بیماری اطفا خودتون سرچ کنید اگه کنجکاو بودید بدونید! الان دستام داره میلرزه. از دیروز حالم خرابه. خانما یکسال و نیم هر روز کتابای اتیسم خوندم، کلاسای اتیسم رفتم. بعد الان فهمیدم پسرم مشکلش یه چیز دیکه اس! یه بیماری عجیب و غریب که میگن توی دنیای به این بزرگی بین سال های تا 1959 تا ۱۹۹۹ فقط ۶۰ نفر این بیماری رو تو دنیا داشتن ! میدونم براتون باورنکردنیه ولی تو رو خدا برای پسرم دعا کنید ! دعا کنید درمان بشه و بتونه حرف برنه و درس بخونه! من خیلی دلم سوخته این دو سال که دنبال مشکلش دویدم. گریه زیاد کردم. شماهام خیلیاتون مادرید، با قلبای مهربونتون برای بچم دعا کنید 😭","1399/10/18 07:07",1267
6029510,6ee35625-642d-4455-b855-bcb5f8d53cbd,"کمک لطفا.بچه م علایم اتیسم داره","سلام بچه ها لطفا کمک دکتر شربت اپیلیم نوشت باید بدمش.خوبه این شربت؟بعدم نوار مغزش امواج غیر طبیعی داشت.چرا؟","1399/12/15 16:33",146
1889164,82587505-1c0e-4c3b-9a6e-8512e5ea87b5,"کسی هست تجربه ای در مورد اتیسم داشته باشه؟","سلام پسر من مبتلا به؟اتیسم هست","1397/04/08 23:50",3054
5719151,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"به سوالات شما در مورد اتیسم پاسخ میدهم 😊🥰","سلام","1399/10/22 16:15",431
5730749,76e8fad8-ad66-49be-ad68-654df02e4037,"کسایی که بیماری اتیسم میشناسن لطفا بیایین","یکی از فامیلای خیلی نزدیک من اختلال یادگیری داره اصلا نمیتونه درس یاد بگیره الان هفتم هست هنوز یکم نوشتنش مشکل داره","1399/10/24 15:21",284
5730003,5833c6d7-78da-4bce-b438-fbae1ebdeb90,"سوالی دارید در مورد اختلال اتیسم بپرسید","سلام","1399/10/24 12:58",249
6462375,6c0416eb-cee4-40c1-ba92-0094e545c7ec,"برای تشخیص اتیسم دخترسه ساله کجا ببرمش","؟","1400/02/22 13:41",100
2641891,82fa9088-4541-42eb-af46-a57116b32fb4,"مامانهای بچه های طیف اتیسم یک سوال","دوستان اون دکتری که اکثرا آلمان هست و این تکنیک غلت زدن و لی لی و.. رو توصیه میکنه اسمش چی بود کانالشو داشتم یادم نیست","1398/01/19 02:27",301
2312498,a8c7b88c-e00a-4f6a-b041-e67c0a18ced7,"پسرم اتیسم داره،‌ممکنه تشنج کنه ؟","سلام","1397/09/17 15:40",965
