UserID,Description,PostCount
f0bd24c0-4bf8-4af7-8af1-209eea653ada,,461
865d841a-08b2-4d9b-8f1f-040d20af6a25,,10832
763d5050-8c5f-4920-94a7-5a4fa54326c5,,13155
75b0952e-8c62-4f7b-889f-d42587313f43,,2836
6ae2ef0f-dc38-4ad0-aace-4b179f211159,,1583
627fcf6a-7dde-4a24-a1db-88bfae184ef1,,47
85519174-eddf-4797-acc9-17a4e03afd29,,849
2abec15d-6786-44ae-9ac7-9a911c1a4364,,8717
5e77ed38-1e36-4b9b-b9ec-b1150e7ea0ee,,2351
d48d32cb-179a-4976-b1bc-cc40170aebab,,1095
bd138fa7-40f9-4051-b667-740f252ed5ff,,12410
0795b4ba-2391-4613-a703-0609e3f65b03,,1481
b8bc7b72-8a08-48b9-97c4-bdedc74cba72,,471
19f203b0-f74c-440a-976a-59936c7a30df,,2977
a2a82102-b56d-4f33-b96f-c47b403e538b,,437
70262186-757e-4123-a97a-cf605ba88a21,,1554
7c7605bb-0fc1-4960-b222-eebded652725,,424
6215f0ac-1756-4cf7-bca5-bd11b643c1db,,18003
e6f8238b-61d0-405a-a490-1b6b0fcf5a11,,28265
5c094258-2992-4a3b-868f-672a5e5f2e05,,3110
44ed2764-6b64-461e-82ad-bf1aeaa7ae04,,3644
9403b71f-5580-4a70-a1bc-01e8aab38f19,,445
da4ad6a7-c12e-4ee3-9072-522249c9419e,,1796
77694ca7-c273-43a2-ad8e-75e84ed1ca9c,,195
5c61442a-0455-43ba-8111-3ead87c658e2,,319
f5945485-3ab3-463f-a6b7-08e6576538df,,469
4b27288e-4941-4319-a2c7-b0ebf456df73,,1403
2e932c7c-57bf-4f88-9de0-19453518cebe,,334
0fac65fb-9bfe-493a-b123-b7c8c0a33f2f,,89
06109aa2-4372-4704-b74c-3a02cbccb44f,,9148
0e8ad3c9-3b21-4def-9c62-842b2f7a6991,,3240
e4bc4fbe-b963-4b8a-acf8-333683b546f1,,20577
5c0d4cb2-843a-44c4-9808-d4f64717d4bc,,1533
8862f502-1420-494b-8093-321a7a75a0b6,,7400
9e48c489-bc31-4775-a6b6-c316518e01a5,,2
1262a580-bbc0-48d0-87ca-bbe04d75a676,,1
0a467144-0db4-4076-a393-25710234c768,,3
4ee7562d-aebc-4883-ac46-731c3b8f0df7,,87
bd7250ba-dfc1-428a-ab25-7c1c435a8267,,2862
dfff8fa4-93cc-4b38-a5b5-bccd95d1d8e2,,477
883c1ace-87fc-4020-8624-17f28d8107af,,427
4a6fdb40-e8a8-463e-9d67-4fea5373d2c6,,824
90fb12e3-607a-4b3e-9e9b-192ba52f54c4,,8094
8b8bd556-6268-4826-9e29-1ebe38ed7ea8,,436
6d79ca2d-a45d-4368-bd9f-8ba93f72336e,,4038
d4754da5-0fb4-456c-bd1b-24fe4ab5b464,,931
5213dda8-8baf-45c3-bdb1-e17a78f84538,,842
577dc65a-ab77-4e58-9d10-8812d6b62dd4,,161
6e80bc2a-2c27-4cec-ad70-3422e22c9a27,,801
3311c6a3-9a89-45aa-91fd-4c554cb86633,,4323
a07176d3-41b3-4a15-add4-587fd625faaf,,1381
6deeaa84-b59b-49a9-84cb-26c417f51ac6,,4352
9cf745f2-ba35-4eff-ac24-c12de88c8e06,,7074
5b4828f2-4822-432d-a351-c904859034e9,,371
d77dfb46-046f-422d-99e0-81b1821eda9a,,24433
d979e29f-0b9a-41b4-8872-01c61118af20,,734
3836bdd4-9f75-4fb5-a38b-9ebe7d032a6d,,451
af049034-c00e-44d4-889f-332b3e6e03ce,,4510
7a66cb66-fd48-4862-b870-27ce587cc31c,,4938
6302cbe4-4e5c-4313-b978-039f991cbace,,1105
e6d816d4-f3be-4f12-a503-d9ff184cdc63,,8777
248dfd4c-264c-4db9-8195-1143b0e16b95,,4241
c0645319-2e85-4e5d-a510-8e8ed35cd6a1,,2
27b4d127-7870-4155-87b5-e2c20eb19261,,861
9c369951-3f82-43a0-9c94-a55f549c18b5,,1402
60387d6c-0989-4a3d-a10c-75e2d4d6b6fe,,1262
70cbc43e-d6bf-4c1d-88df-8bda89eb3734,,1018
8feaa6aa-9d52-4b77-94c3-1656d1b54986,,224
c212824e-c242-4d64-b188-ebe06363e737,,1577
ad4960e2-ad46-4253-82ef-5d74d31ad8df,,3
b35a00e1-6082-4048-ba74-c8ce2820979e,,3
203fc65a-71d1-48d0-8458-c4ba3e40dcfb,,4110
a5d03732-79e8-4ac0-a09a-4409c99477b8,,154
3097995c-67e7-4814-9c3b-1fbdc574bc68,,459
d98d74a8-3c18-4451-a1b4-6e32590ec73c,,243
9061c2b4-ae3b-4903-bbf5-d29752b8a13b,,3024
44982819-b069-453e-a41f-9aa87618ddff,,815
980777d2-195e-4503-b773-77e2be1a0a47,,88
91b43c1b-93b5-4f11-a9db-318ee8675e4b,,10506
74da62b0-2529-4ea9-9dc1-828eec7f6064,,178
2a90fc76-294a-4935-b8e7-c4def220395f,,4
f474123d-cd61-4441-8419-13c79d35d80a,,4432
2190d767-5a1d-46df-8e57-d0de4301c486,,21
91d890b4-bce4-4fc1-a6d7-0690315a2be6,,131
466369fd-a08b-46c6-96cf-17ae074d3a79,,405
996e4336-57e6-4660-b25b-b9b4c99e8311,,1171
cc68f958-c9b3-4d89-b496-8e1e4780184a,,1252
8f89c513-65f3-43c5-987f-fcf5e125dddf,,1467
ea72952d-ec44-4486-8a27-3f655e6ca6b0,,697
1eb09367-32e2-460a-80dd-f1f6ddfb14b7,,68
046bc0ee-3b61-4da6-bf15-6fcd5e5de5d7,,8971
e622f02c-d90a-4af5-b443-787fb53aec04,,7345
7d0ca236-3cff-47d0-86c4-84c7448c3c1a,,2887
b2454f11-db5c-4025-9e59-7f10c8a94d54,,310
ca1850cd-c1c1-4296-8e4c-3ec0ccf50a31,,26171
073adf48-7c2e-4628-8a79-2bfc3d08d97c,,1599
6b8d1f99-6ce5-407c-8141-75c4afbcc9c5,,1173
9bbea48c-e356-4429-93c5-9a47dedb91d5,,0
29abef87-6b62-4693-9029-907d1de8224c,,541
75efa394-9d8f-462c-86fa-862efa77d329,,831
6233d1e6-e103-4a6a-949b-25468b4f073f,,6264
d1dda8dc-c3bd-4993-b7cb-8766daa82b55,,72
d48e9c9f-044f-48a6-9217-42e8298c6d41,,991
02ace3a9-85eb-41c4-b18c-f1135677c471,,11
e98f8fb7-1213-48d5-a3a2-f5b1dfe9d8c9,,1346
c39fddb9-102f-41af-bdc3-9f3afc36e2f7,,1336
c6a3e9db-9166-4286-8844-846ad29f2731,,5806
c249af1d-11cc-45e2-8ff7-3040855a972b,,744
32264353-9fcc-4d70-ae16-ff15db5e4523,,3935
5ebce854-3c8a-4d00-a68f-6837e71e060e,,104
e9352810-877a-4671-b606-c13d94c8faf2,,167
8320c9d9-e94c-4dab-9712-b740ab4b2fb0,,1112
70699488-6d37-4dbd-8c90-491541d703a2,,51
e3de4726-593a-429e-a09c-c2e9de766adb,,4403
f8a7ea38-4617-4f71-9c0a-84e19f6dd04b,,5277
254fc776-4f90-4cbb-9986-f1180587b8d5,,1511
b763562e-ccf2-405a-a965-e76cdda190da,,5198
22ae4054-a188-4cbc-b41b-ff0a43c0f309,,387
64a37d54-f7df-4721-a4b1-876dd848084a,,4529
d0304d71-1561-423f-84db-278bb25f7729,,5817
27503067-dd1c-4555-aea2-3ee24c580ddf,,19
efabbcd6-9375-4a66-a0d6-9441ce17f426,,38
03067d5a-7551-4bf1-9635-3d7a1943783e,,7
3d5490db-6aa5-452d-94df-cd3bc9394559,,27
62f42c12-a5a6-4f8a-a1ea-6580cd17e273,,32
8cffef3b-6008-454b-8337-af500cc3b12e,,60
6d84b8de-9930-4a31-ad3b-a3baa56e31c7,,902
c831a05d-c445-4e73-bf51-7823224a6bd2,,4950
d42796ab-8660-4bb0-b377-3e1aa50aed69,,7063
7ab8a143-ec1b-4316-a340-055d8b84ce6d,,136
269a0d12-f3da-4260-828f-5b2d1a4750cb,,1854
76e4fc91-9751-432b-9268-3eeeca017f4f,,3826
64f38934-a4f4-4544-b821-4b8a7b806c1f,,2949
d340b069-0b4b-4291-ab81-3e1ca16a3411,,1747
b031f481-9621-40d4-9b69-b9d0b8dbedfd,,902
5d110e2b-9168-421a-9540-5b34533bfb6a,,554
8084eb42-e15f-4a96-acb0-4965fd1697a9,,4155
124670ed-360b-4e1a-9fbb-bfcb1ded2dac,,1881
b786bd3f-15ec-48f7-8271-8b7b64e706ee,,3316
392a79ef-3d17-4c36-b45a-d4f4f84dbccd,,12191
bbcf4db6-b5f6-492e-b0f2-ecc45af67ba3,,165
097d557b-7939-4c10-99d5-08ef803c6ad7,,725
caa2a259-99ae-4352-86dd-a5ed9018a92b,,5234
2d4f4d0f-860b-45a1-84b1-a390ebd97f80,,1578
8e99c3d1-9416-4180-b424-fa1cc1ad9fcd,,574
5c72d333-79ca-4f92-a31a-e88b7765719c,,684
23c0c86b-8bb4-4abe-bc19-085562829a61,,3188
64f4d513-a510-49f9-9398-2ac9adb0e202,,14983
49dd147e-2ed1-4e09-9eac-58ef8b650cac,,4431
1fc73903-c8ab-4a50-b8dc-8d4c72c5e588,,67
45eb99c4-e710-4d72-b989-483aa8cc20e6,,213
085ea1ff-a410-4372-a3d6-a02b6bd882a9,,1143
b40245db-f85f-4443-b6d7-1cdf9a2d3ed7,,1502
b4259884-05a1-4c40-8274-89a6bbe3f2ba,,5139
5710d35a-0c6d-4c72-b844-4903af82913b,,15
19b3ce87-b994-4e0f-a143-2b7767294902,,350
6c0416eb-cee4-40c1-ba92-0094e545c7ec,,3462
076b328b-b82c-4411-9eb3-9834a8fd3131,,604
09abc6d2-4a26-41ee-9307-38d994b5ae8f,,267
63ba074d-f25a-419c-8fa3-1e32c0e8ff5d,,162
983287ce-abf1-4e10-9c21-db0f64f46906,,1164
7347be4c-2a72-4eaa-b53f-1ef93b3d79da,,1853
4f4f44f2-af52-462d-ab92-4d35a2264c4b,,5564
641a18f1-f6a3-439f-ba49-b42bb53bfb46,,2400
f09154eb-ce40-404b-826b-8f1db185cebc,,7444
7307ef35-d2ca-4d6a-b0c2-ba6b3222f3b6,,6180
35632094-9189-46d9-8f87-4bccf17bdb25,,177
da5873b5-0125-4aa3-8634-37fd76117f21,,12
ce27042a-e728-4725-8de1-dc93893ea1ce,,374
83ec8f6f-6b98-4d21-853e-49c10aad1bf5,,1171
d5cd3534-619e-40cc-90e2-e821c93b94d8,,3803
551180a3-0917-41b2-81c2-a57b7636f926,,1608
1307fdab-9b54-4677-9e98-5502f09a9627,,195
a485d491-e2c3-48cc-9635-e7ff128df306,,8
1c5e16bf-0256-4b33-b5bc-195d74664665,,9716
e72be696-b840-4d71-9263-a6506fffceee,,8973
96ee011b-b788-4dff-bea1-70ba47b8b413,,81
6b747041-6bc0-4099-9b22-18eff7a5b22d,,11070
d1ce7609-27f6-480d-ac48-9af4ff58fc1e,,24
0876fef7-10ed-4b77-b288-f294d5285739,,103
6b51e834-b63e-494c-8fd8-410b3f24da14,,1526
c79ce4b6-0967-44c0-9ef3-934d37e70b61,,386
af5660c2-d102-4ba5-8fc5-670792b1b268,,230
2d59248a-0ace-4222-b9c8-6be4874e5ee9,,3
453d9186-be91-409e-8427-5c8ffb5ba69b,,2574
2e3369f1-c440-4255-bdac-71cb381fd03d,,178
a9fa18d8-6d34-489d-b6a5-a3c29f4636c8,,3004
c853db1c-78f9-4785-9156-0ab813ec6f95,,4321
eab68eaf-3e15-4696-b9f3-f409963e1e4b,,6614
0bc387dd-24b8-46c1-86d1-22ee5e60567a,,564
b5483f60-afe4-48e8-9552-298706e8aa7c,,1384
1799489a-e4b4-4f44-8f3f-4e2d91e9fb33,,1852
c44bc7e8-1bf7-4b24-9c4e-47d864b8a155,,1386
4bcaa905-70e7-4e13-84fc-b47ef4314fd0,,665
ffbefdc4-e33f-4351-9e2f-78abb3ee4c8d,,1243
39548436-fe41-4c96-8b70-18b318d30171,,1223
3dcafa00-0109-459c-ba0a-a83f5c34d066,,1337
d6a66057-c960-4f1b-a1ac-a1a394982f22,,19748
b8c35c6c-8abb-41e4-b1c8-0798886a7263,,6630
aff21b1d-0ff3-4002-9ef0-f627be1ddc1d,,979
4bfed693-df75-461b-a1b0-345fd3ac93e2,,177
69cc1022-37b6-4e11-a7b0-109bdd351a42,,1079
a8c7b88c-e00a-4f6a-b041-e67c0a18ced7,,29
e72363a0-c192-4238-aa84-5142359ef9c2,,6789
e6ee7b3a-80c7-40ae-ad1c-7b3a0696da74,,6065
e77e0bc2-a9f5-466e-b941-cb2b850452f5,,3709
dd1d604b-b2e8-4ab7-a631-c65999156349,,3172
de98b731-6ec4-45e2-bd45-52f1239ddfee,,14184
d544aec7-160a-440e-baed-07c87fafbf41,,18072
ea564703-603e-4c23-9580-ac2e0178e26d,,1043
32379b2e-a66f-450b-b6d2-f0e35ac0b953,,14
85492b8c-4bb1-48a3-ba5a-7a5ac0775bac,,758
4a8fc594-387c-4288-b191-9dc6ec82dbf3,,1255
85bfd3d0-5384-40ac-a8c2-944c2d9b06d8,,10254
4a3c6202-f83c-4287-900d-36aec52ff06e,,1599
b0a37163-5d68-44d2-b22f-31014dbde385,,6075
c2dc9704-6e21-4963-b826-020dcc6514ad,,1702
4ba08a27-5a50-4876-bfb3-9de08f31d8e8,,3
8b39b0ca-9b4d-4f2e-b77e-d2932f1220f8,,2417
47a77042-2fa7-4e65-ac80-4a71bb29ffbe,,2979
58f6b8fb-d048-4239-afab-77fe6da079fe,,5306
c819ce56-e72e-4060-899b-d3eae7d72276,,703
86569ad2-111c-481c-873e-97efbe9e4710,,3914
4b46f279-5b5b-4ff9-bc9c-618456e66d7d,,5527
93678035-0f7e-41e7-b01f-5f092af19eac,,97
36685a9c-5201-49ea-beca-ed3c040eeebd,,2094
59d7dca4-2069-4d86-b5f8-ee38382c39fb,,148
67f44121-66ff-4568-9648-57b4402e97ea,,2104
5218c737-1595-44df-beb5-19bda1377249,,1539
64be8b46-1f63-4349-a321-f0e98404c4aa,,2305
eecbe22b-c96c-4a61-b5d1-fcf3f4777670,,270
f295b672-46c4-4c52-acba-1d7e34b21318,,17322
cbc0969f-f361-40c9-964d-a4296ab89add,,5113
317b34d1-e0c2-41ed-9f00-9b0a856682d8,,486
e03cd6bb-89bc-4544-bced-8e4822b750c4,,4045
35c899c9-cdf0-4045-80bc-c7aca9d476e9,,8166
48b0897a-b504-4773-815a-a26ef27e32f2,,326
08b9f3ed-5f6a-4a02-836a-599c229eacbd,,4068
30d485dc-9784-4aaf-b948-fac59e70bb34,,629
20f25f5c-89f6-4556-a227-745881454546,,1203
1d8f7842-740b-4a67-ac6a-4b6535bdaa96,,2396
41f118b6-f2d4-4cf7-aa85-f9498bef6751,,3813
c26e6623-c225-4854-b12d-b4e8e0547205,,596
146356f2-432d-43c0-9e51-014386ab8f39,,5911
6662b8da-4b83-4a17-8019-b7e712f9c20f,,309
f40e1499-326c-48e0-b79d-19d8132eefe2,,1225
5b4256bd-13ee-41df-b141-0b5deb886841,,921
27376446-1680-4d9b-9486-8dfa3ff527b2,,2359
8dbc31c6-a62c-44cd-bcda-d89d3639221d,,973
aa95ecb2-0fd3-449f-ae1d-242e3660741e,,3263
d8aaccb8-492d-4195-91da-569e48017ee1,,1548
7dd97ee6-c237-466c-b5c0-5ff7f0ad08f0,,4939
2c1fbbf1-a155-44dc-be52-0efe895a436b,,225
39f2d314-a543-457a-b836-79bbe21b7a85,,2425
a5e56bb8-c210-4396-a306-7f4b636be5be,,2181
e376e79e-3480-4923-b3f5-a24393da3e74,,5056
abcb51d4-cf03-4de7-aade-8b4aa5e4b423,,3248
634a9bd6-70b0-41a3-959f-ac0f097f5d46,,450
886248b5-9cad-4424-8d30-0ea04d099786,,341
08c85f08-2914-4ed8-a849-875ab7765e7a,,2408
5729fcc6-0890-433f-b4fd-905b618379f1,,1997
63e405bb-2cf9-4192-95f2-1f3e5d7f1d15,,1847
16d6c8ca-5dcc-437a-b7f9-88054ffa42fe,,2435
18d72ba1-ca70-4e10-bc87-56c3dbc52c0b,,1
0f7e14f3-e6ce-401c-8d89-509a602166c8,,2673
5c3f18d2-0aae-4e96-af40-c873c0b38e24,,1801
bc20e2b4-cd20-4e6f-9447-57547f6915c1,,4
f3df34ed-2c08-46da-b13c-870ac16e8fab,,603
7fddd4ce-2dcc-41bd-90bb-e7e8bdd86327,,2026
116d01a0-1976-4b91-8387-dcde04d453f3,,3528
58aae26c-7c85-454f-95cc-cb9660c21844,,1164
6ae5883c-57a6-46cb-8d3e-28b25487597f,,1368
b294fa00-ebc5-4522-ae99-5c49d78c0420,,1664
4a8bf214-d16d-48d3-a618-aae5fdcfd929,,1569
e63f84ca-cddd-42c5-a1b5-58ac371eab3c,,3639
d64ef4a4-7323-44ff-9aa2-5918e5cfcad3,,1348
e08db4f8-3865-452d-95a8-0a24529776bb,,481
e9b86d36-a32f-4d78-8b80-18bd2aa38a33,,1426
bbb7835b-7615-41b3-a532-9124aa06cc2b,,3943
61c7e994-71c9-45a6-aaaf-1702d78fdef0,,741
1cc30f90-897b-4edf-9f30-cd75c0083d72,,120
70258139-fa84-483c-9af0-53a201671c4f,,2339
23fb3daf-eb98-4410-a389-3dcd51cca7c3,,2659
ca901d53-8f6e-44c8-bc72-d044c997a72b,,8679
df7850ed-1f70-4e73-9395-1c045c6c7b8f,,2341
cd2599a2-be86-48e4-ba7e-a1993aded938,,1303
72e34b85-6e9a-487a-a7d0-0540bfa39791,,1442
38c1a730-ad34-4f95-921c-fb48ff4c11e9,,4049
1c6375fa-c96f-4b5c-9c30-fadd338f25e2,,2498
92f05d58-886f-49a8-80fe-5dd5acad1a7e,,179
90301cd2-afdc-489f-8799-0c90e5621e50,,1343
8bd9f6d1-d629-4be1-8a2f-14801a0ebfe8,,392
d91b1377-8130-484a-aa16-acad3ea44859,,2262
6594bec8-146e-45cc-aec2-92b6b8274b8f,,1
fcb0302b-943f-4a75-99ba-a9412bfb390e,,1890
d13ef8f5-e500-48c4-aa99-04b2fbb4f6fb,,64
a0e4a3db-ee10-4a5b-8131-544e8304a8d2,,5663
a683d4e6-c73f-48a8-89f8-6eb2f79356df,,574
8e90e0cc-bbf0-4150-93e2-380b7cb41e29,,2405
e764afa0-822f-4f54-95d7-0bcc76293a1f,,3275
28618c63-fcf7-4bd1-addc-91dc0098bd4b,,916
e8f13e27-8ee9-4431-9b9f-c16c051e42f2,,1500
a49d3214-be3a-4421-bf08-97a91a9116d7,,2090
1cedc8d3-1c06-4f89-b153-2188cddcc66e,,363
febc0ee8-5a62-4838-ae79-bb839cdef475,,3012
7b40ea1f-d93d-47ca-8ac9-a7450dea3e3c,,4407
e64ebbb6-f806-4403-bf94-58afb7097f41,,2789
59b7cb43-c091-4c42-9334-68d416822bc7,,8503
8f661a19-18ac-402b-a198-1c25b83005ec,,1447
b133f170-d255-4733-a9f6-6a870ee86d55,,1548
a814a006-3794-45ed-9201-6f3611616c4c,,3074
f3fe3ba3-2ba1-4d8a-9913-b660b77ec6fd,,393
8d2afb07-f240-404a-ab03-9240242061f1,,221
5eaa8e04-c0a5-4a4d-858f-3ac10418756e,,1995
5e2c2ae3-9d4a-430b-b4cd-6c2106541581,,264
52162073-48cc-4bc2-8092-3bac9dafdcf5,,8002
0673c5b4-4abc-4496-b4a9-5fb3b8093a66,,1842
f41536b4-d8d1-4c74-b09b-5f60e765f232,,4561
b74fcd32-ad9d-4125-b475-1a847f0d18db,,2645
607f41fc-7218-4cdb-9fad-e5b08a7b47e7,,127
4b58fabb-1c12-402e-b3a5-fa0197ef14d5,,185
228b2acb-3e28-45b3-b73c-78d685123646,,1669
9acd918b-a60c-42ee-a648-7c2352fc0574,,489
15dfc18d-4f0d-40ed-9ff5-0d250556ab77,,8767
1e6c0ce8-4d3e-471e-b975-4374f257f012,,4644
37760507-a896-45d3-8cd5-6584f21173fe,,1391
8dd6b4a3-2eef-42c5-90e3-63371cd95945,,12010
67b72f6b-a74f-456c-8289-e09a420cb391,,4532
8c23ff7a-5f4b-4dd1-a914-7268a98e08f9,,2899
64140f07-4a51-49c5-b40f-ceda3e0d3a34,,5761
f6e2b800-aa85-45a8-a55c-52948dd46454,,2276
e0c56b27-1e9d-4f44-84ac-f83a764856ef,,1973
